Time,H,Q
41895,0,97.48
41895.04167,-0.01,95.52
41895.08333,0.02,101.46
41895.125,0.21,143.22
41895.16667,0.46,209.11
41895.20833,0.68,277.38
41895.25,0.76,304.6
41895.29167,0.78,311.6
41895.33333,0.7,284.07
41895.375,0.54,232.83
41895.41667,0.36,181.27
41895.45833,0.19,138.49
41895.5,0.12,122.54
41895.54167,0.16,131.54
41895.58333,0.35,178.59
41895.625,0.5,220.81
41895.66667,0.7,284.07
41895.70833,0.94,370.48
41895.75,0.93,366.65
41895.79167,0.88,347.8
41895.83333,0.78,311.6
41895.875,0.55,235.88
41895.91667,0.3,165.51
41895.95833,0.1,118.17
41896,-0.04,89.76
41896.04167,-0.11,77.02
41896.08333,-0.1,78.78
41896.125,0.01,99.46
41896.16667,0.19,138.49
41896.20833,0.44,203.39
41896.25,0.55,235.88
41896.29167,0.71,287.44
41896.33333,0.63,261.02
41896.375,0.54,232.83
41896.41667,0.45,206.24
41896.45833,0.32,170.68
41896.5,0.22,145.62
41896.54167,0.2,140.85
41896.58333,0.28,160.42
41896.625,0.41,194.94
41896.66667,0.64,264.26
41896.70833,0.76,304.6
41896.75,0.83,329.45
41896.79167,0.88,347.8
41896.83333,0.77,308.09
41896.875,0.63,261.02
41896.91667,0.41,194.94
41896.95833,0.22,145.62
41897,0.02,101.46
41897.04167,-0.08,82.36
41897.08333,-0.1,78.78
41897.125,-0.11,77.02
41897.16667,0.04,105.52
41897.20833,0.17,133.83
41897.25,0.32,170.68
41897.29167,0.51,223.79
41897.33333,0.54,232.83
41897.375,0.48,214.92
41897.41667,0.47,212.01
41897.45833,0.39,189.41
41897.5,0.26,155.41
41897.54167,0.29,162.96
41897.58333,0.26,155.41
41897.625,0.33,173.3
41897.66667,0.56,238.95
41897.70833,0.6,251.44
41897.75,0.72,290.83
41897.79167,0.82,325.84
41897.83333,0.72,290.83
41897.875,0.71,287.44
41897.91667,0.52,226.78
41897.95833,0.31,168.09
41898,0.16,131.54
41898.04167,0.02,101.46
41898.08333,-0.09,80.56
41898.125,-0.1,78.78
41898.16667,-0.08,82.36
41898.20833,0,97.48
41898.25,0.23,148.04
41898.29167,0.3,165.51
41898.33333,0.39,189.41
41898.375,0.47,212.01
41898.41667,0.41,194.94
41898.45833,0.45,206.24
41898.5,0.39,189.41
41898.54167,0.29,162.96
41898.58333,0.35,178.59
41898.625,0.36,181.27
41898.66667,0.41,194.94
41898.70833,0.58,245.16
41898.75,0.56,238.95
41898.79167,0.64,264.26
41898.83333,0.74,297.67
41898.875,0.62,257.81
41898.91667,0.49,217.86
41898.95833,0.47,212.01
41899,0.3,165.51
41899.04167,0.11,120.35
41899.08333,0.04,105.52
41899.125,-0.06,86.02
41899.16667,-0.14,71.86
41899.20833,-0.06,86.02
41899.25,-0.03,91.66
41899.29167,0.05,107.58
41899.33333,0.22,145.62
41899.375,0.24,150.47
41899.41667,0.37,183.96
41899.45833,0.4,192.17
41899.5,0.31,168.09
41899.54167,0.35,178.59
41899.58333,0.37,183.96
41899.625,0.34,175.93
41899.66667,0.36,181.27
41899.70833,0.44,203.39
41899.75,0.44,203.39
41899.79167,0.5,220.81
41899.83333,0.6,251.44
41899.875,0.6,251.44
41899.91667,0.52,226.78
41899.95833,0.49,217.86
41900,0.42,197.74
41900.04167,0.29,162.96
41900.08333,0.22,145.62
41900.125,0.07,111.75
41900.16667,-0.03,91.66
41900.20833,-0.08,82.36
41900.25,-0.05,87.88
41900.29167,-0.02,93.58
41900.33333,0.06,109.65
41900.375,0.19,138.49
41900.41667,0.27,157.9
41900.45833,0.36,181.27
41900.5,0.43,200.55
41900.54167,0.44,203.39
41900.58333,0.37,183.96
41900.625,0.41,194.94
41900.66667,0.4,192.17
41900.70833,0.39,189.41
41900.75,0.34,175.93
41900.79167,0.41,194.94
41900.83333,0.46,209.11
41900.875,0.53,229.79
41900.91667,0.5,220.81
41900.95833,0.58,245.16
41901,0.53,229.79
41901.04167,0.42,197.74
41901.08333,0.4,192.17
41901.125,0.24,150.47
41901.16667,0.09,116.01
41901.20833,0.02,101.46
41901.25,-0.08,82.36
41901.29167,-0.1,78.78
41901.33333,-0.03,91.66
41901.375,0,97.48
41901.41667,0.19,138.49
41901.45833,0.3,165.51
41901.5,0.4,192.17
41901.54167,0.52,226.78
41901.58333,0.5,220.81
41901.625,0.52,226.78
41901.66667,0.5,220.81
41901.70833,0.39,189.41
41901.75,0.33,173.3
41901.79167,0.34,175.93
41901.83333,0.3,165.51
41901.875,0.38,186.68
41901.91667,0.46,209.11
41901.95833,0.51,223.79
41902,0.54,232.83
41902.04167,0.57,242.05
41902.08333,0.51,223.79
41902.125,0.39,189.41
41902.16667,0.29,162.96
41902.20833,0.12,122.54
41902.25,-0.01,95.52
41902.29167,-0.11,77.02
41902.33333,-0.13,73.56
41902.375,-0.09,80.56
41902.41667,0.05,107.58
41902.45833,0.21,143.22
41902.5,0.4,192.17
41902.54167,0.53,229.79
41902.58333,0.53,229.79
41902.625,0.62,257.81
41902.66667,0.53,229.79
41902.70833,0.44,203.39
41902.75,0.36,181.27
41902.79167,0.26,155.41
41902.83333,0.21,143.22
41902.875,0.25,152.93
41902.91667,0.27,157.9
41902.95833,0.39,189.41
41903,0.52,226.78
41903.04167,0.58,245.16
41903.08333,0.6,251.44
41903.125,0.51,223.79
41903.16667,0.42,197.74
41903.20833,0.24,150.47
41903.25,0.08,113.87
41903.29167,-0.04,89.76
41903.33333,-0.15,70.18
41903.375,-0.18,65.26
41903.41667,-0.09,80.56
41903.45833,0.09,116.01
41903.5,0.27,157.9
41903.54167,0.44,203.39
41903.58333,0.59,248.29
41903.625,0.59,248.29
41903.66667,0.58,245.16
41903.70833,0.49,217.86
41903.75,0.31,168.09
41903.79167,0.18,136.15
41903.83333,0.11,120.35
41903.875,0.04,105.52
41903.91667,0.08,113.87
41903.95833,0.26,155.41
41904,0.39,189.41
41904.04167,0.49,217.86
41904.08333,0.61,254.62
41904.125,0.62,257.81
41904.16667,0.48,214.92
41904.20833,0.39,189.41
41904.25,0.21,143.22
41904.29167,0.01,99.46
41904.33333,-0.13,73.56
41904.375,-0.17,66.88
41904.41667,-0.2,62.07
41904.45833,-0.04,89.76
41904.5,0.22,145.62
41904.54167,0.37,183.96
41904.58333,0.6,251.44
41904.625,0.62,257.81
41904.66667,0.63,261.02
41904.70833,0.54,232.83
41904.75,0.33,173.3
41904.79167,0.2,140.85
41904.83333,0.07,111.75
41904.875,-0.03,91.66
41904.91667,-0.05,87.88
41904.95833,0.05,107.58
41905,0.2,140.85
41905.04167,0.43,200.55
41905.08333,0.58,245.16
41905.125,0.62,257.81
41905.16667,0.61,254.62
41905.20833,0.48,214.92
41905.25,0.3,165.51
41905.29167,0.08,113.87
41905.33333,-0.09,80.56
41905.375,-0.19,63.65
41905.41667,-0.24,55.95
41905.45833,-0.18,65.26
41905.5,0.06,109.65
41905.54167,0.25,152.93
41905.58333,0.48,214.92
41905.625,0.64,264.26
41905.66667,0.63,261.02
41905.70833,0.59,248.29
41905.75,0.37,183.96
41905.79167,0.19,138.49
41905.83333,0.04,105.52
41905.875,-0.1,78.78
41905.91667,-0.19,63.65
41905.95833,-0.12,75.28
41906,0.03,103.48
41906.04167,0.23,148.04
41906.08333,0.53,229.79
41906.125,0.63,261.02
41906.16667,0.59,248.29
41906.20833,0.65,267.51
41906.25,0.44,203.39
41906.29167,0.22,145.62
41906.33333,0.04,105.52
41906.375,-0.13,73.56
41906.41667,-0.29,48.74
41906.45833,-0.24,55.95
41906.5,-0.03,91.66
41906.54167,0.25,152.93
41906.58333,0.45,206.24
41906.625,0.62,257.81
41906.66667,0.75,301.13
41906.70833,0.64,264.26
41906.75,0.47,212.01
41906.79167,0.34,175.93
41906.83333,0.12,122.54
41906.875,-0.07,84.18
41906.91667,-0.14,71.86
41906.95833,-0.17,66.88
41907,-0.01,95.52
41907.04167,0.24,150.47
41907.08333,0.44,203.39
41907.125,0.75,301.13
41907.16667,0.81,322.25
41907.20833,0.77,308.09
41907.25,0.71,287.44
41907.29167,0.52,226.78
41907.33333,0.32,170.68
41907.375,0.16,131.54
41907.41667,0.01,99.46
41907.45833,-0.04,89.76
41907.5,0.05,107.58
41907.54167,0.25,152.93
41907.58333,0.53,229.79
41907.625,0.72,290.83
41907.66667,0.81,322.25
41907.70833,0.82,325.84
41907.75,0.67,274.07
41907.79167,0.5,220.81
41907.83333,0.3,165.51
41907.875,0.1,118.17
41907.91667,-0.01,95.52
41907.95833,-0.06,86.02
41908,-0.06,86.02
41908.04167,0.12,122.54
41908.08333,0.3,165.51
41908.125,0.5,220.81
41908.16667,0.81,322.25
41908.20833,0.75,301.13
41908.25,0.7,284.07
41908.29167,0.6,251.44
41908.33333,0.41,194.94
41908.375,0.17,133.83
41908.41667,0.05,107.58
41908.45833,0.04,105.52
41908.5,-0.04,89.76
41908.54167,0.18,136.15
41908.58333,0.42,197.74
41908.625,0.59,248.29
41908.66667,0.89,351.53
41908.70833,0.78,311.6
41908.75,0.76,304.6
41908.79167,0.59,248.29
41908.83333,0.3,165.51
41908.875,0.13,124.76
41908.91667,-0.06,86.02
41908.95833,-0.18,65.26
41909,-0.19,63.65
41909.04167,-0.16,68.52
41909.08333,0,97.48
41909.125,0.35,178.59
41909.16667,0.44,203.39
41909.20833,0.63,261.02
41909.25,0.69,280.72
41909.29167,0.49,217.86
41909.33333,0.39,189.41
41909.375,0.2,140.85
41909.41667,0.02,101.46
41909.45833,-0.05,87.88
41909.5,-0.08,82.36
41909.54167,-0.01,95.52
41909.58333,0.24,150.47
41909.625,0.47,212.01
41909.66667,0.64,264.26
41909.70833,0.8,318.68
41909.75,0.67,274.07
41909.79167,0.52,226.78
41909.83333,0.37,183.96
41909.875,0.14,127
41909.91667,-0.09,80.56
41909.95833,-0.21,60.51
41910,-0.26,53
41910.04167,-0.26,53
41910.08333,-0.07,84.18
41910.125,0.15,129.26
41910.16667,0.33,173.3
41910.20833,0.6,251.44
41910.25,0.7,284.07
41910.29167,0.63,261.02
41910.33333,0.56,238.95
41910.375,0.44,203.39
41910.41667,0.3,165.51
41910.45833,0.17,133.83
41910.5,0.16,131.54
41910.54167,0.2,140.85
41910.58333,0.29,162.96
41910.625,0.58,245.16
41910.66667,0.75,301.13
41910.70833,0.82,325.84
41910.75,0.85,336.73
41910.79167,0.74,297.67
41910.83333,0.57,242.05
41910.875,0.37,183.96
41910.91667,0.15,129.26
41910.95833,-0.05,87.88
41911,-0.16,68.52
41911.04167,-0.19,63.65
41911.08333,-0.15,70.18
41911.125,0.09,116.01
41911.16667,0.32,170.68
41911.20833,0.49,217.86
41911.25,0.66,270.78
41911.29167,0.7,284.07
41911.33333,0.63,261.02
41911.375,0.54,232.83
41911.41667,0.48,214.92
41911.45833,0.31,168.09
41911.5,0.2,140.85
41911.54167,0.32,170.68
41911.58333,0.36,181.27
41911.625,0.56,238.95
41911.66667,0.8,318.68
41911.70833,0.89,351.53
41911.75,0.95,374.33
41911.79167,0.88,347.8
41911.83333,0.74,297.67
41911.875,0.57,242.05
41911.91667,0.31,168.09
41911.95833,0.1,118.17
41912,-0.02,93.58
41912.04167,-0.14,71.86
41912.08333,-0.13,73.56
41912.125,-0.01,95.52
41912.16667,0.12,122.54
41912.20833,0.35,178.59
41912.25,0.56,238.95
41912.29167,0.6,251.44
41912.33333,0.69,280.72
41912.375,0.59,248.29
41912.41667,0.5,220.81
41912.45833,0.45,206.24
41912.5,0.36,181.27
41912.54167,0.27,157.9
41912.58333,0.34,175.93
41912.625,0.44,203.39
41912.66667,0.55,235.88
41912.70833,0.72,290.83
41912.75,0.78,311.6
41912.79167,0.74,297.67
41912.83333,0.74,297.67
41912.875,0.54,232.83
41912.91667,0.33,173.3
41912.95833,0.17,133.83
41913,-0.02,93.58
41913.04167,-0.17,66.88
41913.08333,-0.17,66.88
41913.125,-0.19,63.65
41913.16667,-0.13,73.56
41913.20833,0.1,118.17
41913.25,0.19,138.49
41913.29167,0.36,181.27
41913.33333,0.48,214.92
41913.375,0.36,181.27
41913.41667,0.47,212.01
41913.45833,0.33,173.3
41913.5,0.28,160.42
41913.54167,0.31,168.09
41913.58333,0.27,157.9
41913.625,0.32,170.68
41913.66667,0.44,203.39
41913.70833,0.52,226.78
41913.75,0.57,242.05
41913.79167,0.64,264.26
41913.83333,0.61,254.62
41913.875,0.52,226.78
41913.91667,0.42,197.74
41913.95833,0.22,145.62
41914,0.05,107.58
41914.04167,-0.09,80.56
41914.08333,-0.18,65.26
41914.125,-0.26,53
41914.16667,-0.22,58.97
41914.20833,-0.15,70.18
41914.25,-0.05,87.88
41914.29167,0.13,124.76
41914.33333,0.25,152.93
41914.375,0.29,162.96
41914.41667,0.37,183.96
41914.45833,0.38,186.68
41914.5,0.4,192.17
41914.54167,0.33,173.3
41914.58333,0.38,186.68
41914.625,0.34,175.93
41914.66667,0.41,194.94
41914.70833,0.46,209.11
41914.75,0.48,214.92
41914.79167,0.61,254.62
41914.83333,0.61,254.62
41914.875,0.63,261.02
41914.91667,0.58,245.16
41914.95833,0.4,192.17
41915,0.35,178.59
41915.04167,0.19,138.49
41915.08333,0.05,107.58
41915.125,-0.07,84.18
41915.16667,-0.08,82.36
41915.20833,-0.13,73.56
41915.25,-0.09,80.56
41915.29167,0.06,109.65
41915.33333,0.14,127
41915.375,0.2,140.85
41915.41667,0.45,206.24
41915.45833,0.44,203.39
41915.5,0.52,226.78
41915.54167,0.59,248.29
41915.58333,0.52,226.78
41915.625,0.51,223.79
41915.66667,0.45,206.24
41915.70833,0.45,206.24
41915.75,0.45,206.24
41915.79167,0.48,214.92
41915.83333,0.51,223.79
41915.875,0.6,251.44
41915.91667,0.59,248.29
41915.95833,0.56,238.95
41916,0.52,226.78
41916.04167,0.42,197.74
41916.08333,0.31,168.09
41916.125,0.19,138.49
41916.16667,0.06,109.65
41916.20833,-0.06,86.02
41916.25,-0.07,84.18
41916.29167,-0.12,75.28
41916.33333,-0.02,93.58
41916.375,0.11,120.35
41916.41667,0.22,145.62
41916.45833,0.43,200.55
41916.5,0.48,214.92
41916.54167,0.59,248.29
41916.58333,0.56,238.95
41916.625,0.5,220.81
41916.66667,0.45,206.24
41916.70833,0.38,186.68
41916.75,0.23,148.04
41916.79167,0.25,152.93
41916.83333,0.26,155.41
41916.875,0.29,162.96
41916.91667,0.44,203.39
41916.95833,0.46,209.11
41917,0.5,220.81
41917.04167,0.5,220.81
41917.08333,0.37,183.96
41917.125,0.29,162.96
41917.16667,0.13,124.76
41917.20833,-0.02,93.58
41917.25,-0.13,73.56
41917.29167,-0.21,60.51
41917.33333,-0.23,57.45
41917.375,-0.14,71.86
41917.41667,0.05,107.58
41917.45833,0.15,129.26
41917.5,0.35,178.59
41917.54167,0.47,212.01
41917.58333,0.49,217.86
41917.625,0.58,245.16
41917.66667,0.47,212.01
41917.70833,0.27,157.9
41917.75,0.21,143.22
41917.79167,0.12,122.54
41917.83333,0.04,105.52
41917.875,0.06,109.65
41917.91667,0.23,148.04
41917.95833,0.35,178.59
41918,0.55,235.88
41918.04167,0.57,242.05
41918.08333,0.69,280.72
41918.125,0.62,257.81
41918.16667,0.43,200.55
41918.20833,0.31,168.09
41918.25,0.21,143.22
41918.29167,0.05,107.58
41918.33333,0.05,107.58
41918.375,0.17,133.83
41918.41667,0.34,175.93
41918.45833,0.56,238.95
41918.5,0.92,362.84
41918.54167,1.17,464.04
41918.58333,1.35,544.6
41918.625,1.64,687.95
41918.66667,1.96,865.55
41918.70833,2.18,999.46
41918.75,2.48,1197.59
41918.79167,2.66,1325.06
41918.83333,2.83,1451.36
41918.875,2.98,1567.58
41918.91667,3.09,1655.65
41918.95833,3.16,1712.95
41919,3.2,1746.13
41919.04167,3.21,1754.47
41919.08333,3.22,1762.84
41919.125,3.19,1737.8
41919.16667,3.13,1688.27
41919.20833,3.06,1631.39
41919.25,2.99,1575.49
41919.29167,2.9,1505.04
41919.33333,2.8,1428.65
41919.375,2.68,1339.62
41919.41667,2.56,1253.44
41919.45833,2.38,1129.56
41919.5,2.24,1037.66
41919.54167,2.1,949.65
41919.58333,1.97,871.43
41919.625,1.86,807.86
41919.66667,1.7,719.7
41919.70833,1.64,687.95
41919.75,1.52,626.61
41919.79167,1.42,577.67
41919.83333,1.34,539.96
41919.875,1.23,490.18
41919.91667,1.18,468.35
41919.95833,1.12,442.81
41920,1.07,422.07
41920.04167,1.09,430.3
41920.08333,1.07,422.07
41920.125,1.12,442.81
41920.16667,1.1,434.45
41920.20833,0.98,385.99
41920.25,0.87,344.09
41920.29167,0.76,304.6
41920.33333,0.63,261.02
41920.375,0.56,238.95
41920.41667,0.55,235.88
41920.45833,0.55,235.88
41920.5,0.57,242.05
41920.54167,0.6,251.44
41920.58333,0.69,280.72
41920.625,0.89,351.53
41920.66667,0.9,355.28
41920.70833,0.81,322.25
41920.75,0.68,277.38
41920.79167,0.51,223.79
41920.83333,0.39,189.41
41920.875,0.33,173.3
41920.91667,0.31,168.09
41920.95833,0.3,165.51
41921,0.3,165.51
41921.04167,0.34,175.93
41921.08333,0.52,226.78
41921.125,0.68,277.38
41921.16667,0.77,308.09
41921.20833,0.78,311.6
41921.25,0.72,290.83
41921.29167,0.53,229.79
41921.33333,0.37,183.96
41921.375,0.26,155.41
41921.41667,0.19,138.49
41921.45833,0.19,138.49
41921.5,0.24,150.47
41921.54167,0.36,181.27
41921.58333,0.6,251.44
41921.625,0.82,325.84
41921.66667,0.89,351.53
41921.70833,0.8,318.68
41921.75,0.67,274.07
41921.79167,0.47,212.01
41921.83333,0.27,157.9
41921.875,0.11,120.35
41921.91667,0,97.48
41921.95833,-0.01,95.52
41922,0.01,99.46
41922.04167,0.07,111.75
41922.08333,0.26,155.41
41922.125,0.55,235.88
41922.16667,0.72,290.83
41922.20833,0.82,325.84
41922.25,0.78,311.6
41922.29167,0.61,254.62
41922.33333,0.44,203.39
41922.375,0.32,170.68
41922.41667,0.18,136.15
41922.45833,0.12,122.54
41922.5,0.19,138.49
41922.54167,0.33,173.3
41922.58333,0.55,235.88
41922.625,0.79,315.13
41922.66667,0.87,344.09
41922.70833,0.88,347.8
41922.75,0.74,297.67
41922.79167,0.55,235.88
41922.83333,0.32,170.68
41922.875,0.11,120.35
41922.91667,-0.01,95.52
41922.95833,-0.05,87.88
41923,-0.06,86.02
41923.04167,-0.06,86.02
41923.08333,0.06,109.65
41923.125,0.28,160.42
41923.16667,0.57,242.05
41923.20833,0.74,297.67
41923.25,0.72,290.83
41923.29167,0.66,270.78
41923.33333,0.52,226.78
41923.375,0.37,183.96
41923.41667,0.22,145.62
41923.45833,0.13,124.76
41923.5,0.12,122.54
41923.54167,0.27,157.9
41923.58333,0.42,197.74
41923.625,0.65,267.51
41923.66667,0.81,322.25
41923.70833,0.86,340.4
41923.75,0.77,308.09
41923.79167,0.63,261.02
41923.83333,0.41,194.94
41923.875,0.19,138.49
41923.91667,0.01,99.46
41923.95833,-0.09,80.56
41924,-0.12,75.28
41924.04167,-0.13,73.56
41924.08333,-0.1,78.78
41924.125,0.1,118.17
41924.16667,0.32,170.68
41924.20833,0.59,248.29
41924.25,0.72,290.83
41924.29167,0.6,251.44
41924.33333,0.53,229.79
41924.375,0.46,209.11
41924.41667,0.26,155.41
41924.45833,0.18,136.15
41924.5,0.2,140.85
41924.54167,0.2,140.85
41924.58333,0.44,203.39
41924.625,0.56,238.95
41924.66667,0.79,315.13
41924.70833,0.9,355.28
41924.75,0.78,311.6
41924.79167,0.78,311.6
41924.83333,0.59,248.29
41924.875,0.3,165.51
41924.91667,0.13,124.76
41924.95833,-0.03,91.66
41925,-0.13,73.56
41925.04167,-0.16,68.52
41925.08333,-0.13,73.56
41925.125,-0.06,86.02
41925.16667,0.27,157.9
41925.20833,0.45,206.24
41925.25,0.54,232.83
41925.29167,0.72,290.83
41925.33333,0.66,270.78
41925.375,0.53,229.79
41925.41667,0.47,212.01
41925.45833,0.35,178.59
41925.5,0.27,157.9
41925.54167,0.35,178.59
41925.58333,0.33,173.3
41925.625,0.63,261.02
41925.66667,0.77,308.09
41925.70833,0.85,336.73
41925.75,0.97,382.09
41925.79167,0.88,347.8
41925.83333,0.77,308.09
41925.875,0.6,251.44
41925.91667,0.48,214.92
41925.95833,0.34,175.93
41926,0.17,133.83
41926.04167,0.23,148.04
41926.08333,0.29,162.96
41926.125,0.48,214.92
41926.16667,0.88,347.8
41926.20833,1.08,426.18
41926.25,1.37,553.95
41926.29167,1.68,709.04
41926.33333,1.97,871.43
41926.375,2.25,1044.09
41926.41667,2.55,1246.39
41926.45833,2.8,1428.65
41926.5,3.03,1607.31
41926.54167,3.2,1746.13
41926.58333,3.32,1847.58
41926.625,3.41,1925.55
41926.66667,3.47,1978.42
41926.70833,3.5,2005.12
41926.75,3.5,2005.12
41926.79167,3.49,1996.2
41926.83333,3.45,1960.71
41926.875,3.41,1925.55
41926.91667,3.36,1882.03
41926.95833,3.28,1813.44
41927,3.19,1737.8
41927.04167,3.08,1647.54
41927.08333,2.95,1543.98
41927.125,2.78,1413.62
41927.16667,2.61,1289
41927.20833,2.43,1163.32
41927.25,2.24,1037.66
41927.29167,2.07,931.3
41927.33333,1.93,848.04
41927.375,1.81,779.77
41927.41667,1.66,698.46
41927.45833,1.58,656.92
41927.5,1.5,616.66
41927.54167,1.41,572.89
41927.58333,1.29,517.03
41927.625,1.24,494.6
41927.66667,1.18,468.35
41927.70833,1.19,472.67
41927.75,1.19,472.67
41927.79167,1.16,459.75
41927.83333,1.13,447.01
41927.875,1.09,430.3
41927.91667,1.02,401.83
41927.95833,0.94,370.48
41928,0.82,325.84
41928.04167,0.79,315.13
41928.08333,0.77,308.09
41928.125,0.76,304.6
41928.16667,0.74,297.67
41928.20833,0.72,290.83
41928.25,0.66,270.78
41928.29167,0.68,277.38
41928.33333,0.74,297.67
41928.375,0.78,311.6
41928.41667,0.81,322.25
41928.45833,0.75,301.13
41928.5,0.74,297.67
41928.54167,0.71,287.44
41928.58333,0.69,280.72
41928.625,0.71,287.44
41928.66667,0.7,284.07
41928.70833,0.75,301.13
41928.75,0.75,301.13
41928.79167,0.75,301.13
41928.83333,0.76,304.6
41928.875,0.76,304.6
41928.91667,0.7,284.07
41928.95833,0.68,277.38
41929,0.59,248.29
41929.04167,0.52,226.78
41929.08333,0.48,214.92
41929.125,0.44,203.39
41929.16667,0.41,194.94
41929.20833,0.42,197.74
41929.25,0.41,194.94
41929.29167,0.45,206.24
41929.33333,0.51,223.79
41929.375,0.58,245.16
41929.41667,0.64,264.26
41929.45833,0.66,270.78
41929.5,0.63,261.02
41929.54167,0.61,254.62
41929.58333,0.55,235.88
41929.625,0.46,209.11
41929.66667,0.54,232.83
41929.70833,0.46,209.11
41929.75,0.45,206.24
41929.79167,0.5,220.81
41929.83333,0.54,232.83
41929.875,0.53,229.79
41929.91667,0.58,245.16
41929.95833,0.55,235.88
41930,0.5,220.81
41930.04167,0.49,217.86
41930.08333,0.41,194.94
41930.125,0.34,175.93
41930.16667,0.31,168.09
41930.20833,0.28,160.42
41930.25,0.26,155.41
41930.29167,0.27,157.9
41930.33333,0.27,157.9
41930.375,0.33,173.3
41930.41667,0.42,197.74
41930.45833,0.46,209.11
41930.5,0.56,238.95
41930.54167,0.57,242.05
41930.58333,0.51,223.79
41930.625,0.52,226.78
41930.66667,0.49,217.86
41930.70833,0.38,186.68
41930.75,0.34,175.93
41930.79167,0.31,168.09
41930.83333,0.29,162.96
41930.875,0.35,178.59
41930.91667,0.38,186.68
41930.95833,0.41,194.94
41931,0.45,206.24
41931.04167,0.44,203.39
41931.08333,0.41,194.94
41931.125,0.35,178.59
41931.16667,0.25,152.93
41931.20833,0.12,122.54
41931.25,0.08,113.87
41931.29167,0.06,109.65
41931.33333,0.11,120.35
41931.375,0.13,124.76
41931.41667,0.22,145.62
41931.45833,0.4,192.17
41931.5,0.46,209.11
41931.54167,0.52,226.78
41931.58333,0.57,242.05
41931.625,0.49,217.86
41931.66667,0.44,203.39
41931.70833,0.34,175.93
41931.75,0.24,150.47
41931.79167,0.18,136.15
41931.83333,0.15,129.26
41931.875,0.15,129.26
41931.91667,0.23,148.04
41931.95833,0.31,168.09
41932,0.38,186.68
41932.04167,0.45,206.24
41932.08333,0.47,212.01
41932.125,0.4,192.17
41932.16667,0.33,173.3
41932.20833,0.22,145.62
41932.25,0.12,122.54
41932.29167,0.06,109.65
41932.33333,0.04,105.52
41932.375,0.05,107.58
41932.41667,0.13,124.76
41932.45833,0.28,160.42
41932.5,0.41,194.94
41932.54167,0.5,220.81
41932.58333,0.57,242.05
41932.625,0.51,223.79
41932.66667,0.46,209.11
41932.70833,0.36,181.27
41932.75,0.21,143.22
41932.79167,0.11,120.35
41932.83333,0.07,111.75
41932.875,0.04,105.52
41932.91667,0.09,116.01
41932.95833,0.18,136.15
41933,0.31,168.09
41933.04167,0.49,217.86
41933.08333,0.56,238.95
41933.125,0.52,226.78
41933.16667,0.49,217.86
41933.20833,0.35,178.59
41933.25,0.21,143.22
41933.29167,0.12,122.54
41933.33333,0.05,107.58
41933.375,0.03,103.48
41933.41667,0.1,118.17
41933.45833,0.25,152.93
41933.5,0.38,186.68
41933.54167,0.55,235.88
41933.58333,0.65,267.51
41933.625,0.63,261.02
41933.66667,0.61,254.62
41933.70833,0.48,214.92
41933.75,0.27,157.9
41933.79167,0.15,129.26
41933.83333,0.06,109.65
41933.875,0,97.48
41933.91667,0.02,101.46
41933.95833,0.1,118.17
41934,0.23,148.04
41934.04167,0.47,212.01
41934.08333,0.66,270.78
41934.125,0.64,264.26
41934.16667,0.65,267.51
41934.20833,0.52,226.78
41934.25,0.37,183.96
41934.29167,0.25,152.93
41934.33333,0.12,122.54
41934.375,0.05,107.58
41934.41667,0.09,116.01
41934.45833,0.17,133.83
41934.5,0.35,178.59
41934.54167,0.55,235.88
41934.58333,0.68,277.38
41934.625,0.8,318.68
41934.66667,0.74,297.67
41934.70833,0.57,242.05
41934.75,0.4,192.17
41934.79167,0.24,150.47
41934.83333,0.13,124.76
41934.875,0.08,113.87
41934.91667,0.08,113.87
41934.95833,0.11,120.35
41935,0.18,136.15
41935.04167,0.4,192.17
41935.08333,0.64,264.26
41935.125,0.7,284.07
41935.16667,0.76,304.6
41935.20833,0.71,287.44
41935.25,0.62,257.81
41935.29167,0.54,232.83
41935.33333,0.42,197.74
41935.375,0.34,175.93
41935.41667,0.3,165.51
41935.45833,0.31,168.09
41935.5,0.41,194.94
41935.54167,0.53,229.79
41935.58333,0.73,294.24
41935.625,0.85,336.73
41935.66667,0.79,315.13
41935.70833,0.71,287.44
41935.75,0.54,232.83
41935.79167,0.36,181.27
41935.83333,0.24,150.47
41935.875,0.17,133.83
41935.91667,0.14,127
41935.95833,0.13,124.76
41936,0.15,129.26
41936.04167,0.26,155.41
41936.08333,0.5,220.81
41936.125,0.66,270.78
41936.16667,0.73,294.24
41936.20833,0.74,297.67
41936.25,0.63,261.02
41936.29167,0.49,217.86
41936.33333,0.36,181.27
41936.375,0.23,148.04
41936.41667,0.17,133.83
41936.45833,0.16,131.54
41936.5,0.25,152.93
41936.54167,0.43,200.55
41936.58333,0.64,264.26
41936.625,0.81,322.25
41936.66667,0.81,322.25
41936.70833,0.72,290.83
41936.75,0.56,238.95
41936.79167,0.35,178.59
41936.83333,0.15,129.26
41936.875,0.02,101.46
41936.91667,-0.02,93.58
41936.95833,-0.04,89.76
41937,-0.04,89.76
41937.04167,0.03,103.48
41937.08333,0.22,145.62
41937.125,0.48,214.92
41937.16667,0.64,264.26
41937.20833,0.7,284.07
41937.25,0.64,264.26
41937.29167,0.55,235.88
41937.33333,0.38,186.68
41937.375,0.25,152.93
41937.41667,0.14,127
41937.45833,0.11,120.35
